212823961276828, 39299989687869, 62751572840851 @ 149, 313, 360
289027628222008, 258289989545511, 350082133010515 @ -116, 275, -881
287055964107535, 280098206424675, 244624120964695 @ 38, -22, 84
260135191630696, 238082809833027, 274805557053175 @ 75, 69, -7
272277536545552, 470119150321983, 252439622709427 @ -12, -633, -294
242369545669096, 382900421877773, 114267579296947 @ 107, -713, 136
227251082777452, 377476254905037, 279247679237419 @ 135, -184, -24
351964287008616, 258289885357607, 334228667024035 @ -29, -13, 16
250955108911420, 346156926086803, 160286517145227 @ 50, -157, -82
240051216878497, 199807593976454, 252837056752810 @ 110, 67, 109
332969184263783, 466573360039999, 379321434298956 @ -230, -586, -727
353491879532962, 290978334068924, 183086644598049 @ -55, -43, 186
301494740033982, 188499220945459, 323678059186739 @ 28, 88, 8
318776825595218, 70477704447846, 338475179088857 @ 21, 189, 38
227784747940376, 231423922985287, 152678928198595 @ 249, 940, -188
255313777970536, 447352575456087, 19773297991075 @ 63, -480, 584
278935396175623, 351265317638391, 304524996583168 @ 6, -146, -255
323746212947566, 240791995666647, 436923114041125 @ 28, -18, -21
262215630223984, 231210980367315, 146628288676555 @ 49, 203, 174
286245696565126, 307312445375577, 188459424831475 @ -15, -24, 64
306027075482451, 273356283891332, 113144106745240 @ -84, 85, 271
375987537117037, 357300052592139, 255830847688613 @ -166, -150, -10
402695313992201, 388775069794007, 437372291857640 @ -102, -178, -133
294513737830696, 305031654200127, 220842333310675 @ -45, -13, -42
214084356656323, 237681991841988, 321570181947811 @ 140, 5, 48
277424765119573, 295657263947421, 408675046140139 @ 64, -60, -72
328253726919406, 189629574112167, 473323296284755 @ 20, 38, -72
284446678937881, 297849029513977, 189498798290300 @ -64, 56, -51
206656445017918, 270745508046909, 107959445934997 @ 150, -31, 297
304540391061550, 245218968242431, 315647115665093 @ -22, 82, -139
269461803456688, 272952870162043, 100138851453683 @ 53, 19, 308
304121287376246, 243796484188825, 297730292734521 @ -168, 313, -567
284229888690820, 338719998065337, 149958645971257 @ -111, -109, 55
195748850143022, 197162401858878, 213091138008203 @ 265, 369, -72
507595990360974, 282651886018629, 516731732015343 @ -186, -51, -154
443860595442281, 240500565404152, 198193232406015 @ -86, -19, 212
343891960966273, 286501689663120, 325218747547468 @ -40, -37, -19
235069130490736, 197322001697907, 110906183577907 @ 117, 81, 292
260693712567562, 390110710849483, 134252131638965 @ -10, -436, 99
245117566706788, 264600237181842, 72310028383219 @ 79, 651, 608
443359117550612, 265662979887225, 253790512052923 @ -227, 9, 52
305189635493607, 297429417793955, 304504204798583 @ -6, -38, -60
236588642448400, 369548097649523, 157546007895545 @ 131, -238, 74
210725394863026, 72622643145912, 112214278802170 @ 173, 443, 283
309926822064907, 213739989826946, 403234287572366 @ 26, 37, -57
398240437137130, 272038012699233, 547210998109079 @ -52, -45, -150
415484124038686, 265107663916719, 525610577067949 @ -88, -30, -173
277298559124276, 275195765143287, 250817896480795 @ 29, 30, -28
324096409521040, 337377932496999, 480851857297531 @ -35, -110, -354
514390041140384, 432989453680613, 356769521241069 @ -237, -232, -18
338221242841016, 544633579570003, 293849079707715 @ -233, -841, -376
281294552036526, 268801727872547, 225892347397645 @ 40, 8, 91
329643901589896, 398772109497302, 400333068093275 @ 11, -179, -24
273343771041484, 325536615770727, 218122236986515 @ -112, -14, -516
226359908120265, 170135411503061, 208439180565130 @ 168, 532, -101
180258228625915, 260349801650478, 317997886177306 @ 208, 15, -47
362515920160976, 94889890823487, 342438434347635 @ -80, 267, -70
146144342736096, 238066283378679, 293056487982947 @ 232, 18, 56
293852985126196, 222645069607752, 280541789529175 @ -65, 277, -292
338705793519277, 306356238356682, 316630161709561 @ -52, -59, -50
318475989637996, 247929551335642, 179097756487985 @ -73, 103, 122
244097428136976, 397996130966877, 198259147639700 @ 99, -384, -141
262873898219344, 443666457037899, 363576180379537 @ 79, -256, -53
483835438976789, 301870491606395, 554142339740553 @ -174, -70, -222
312934163866432, 327300340097447, 201493239931177 @ -121, -74, -17
380220517640596, 97941436682427, 212026894906375 @ -31, 128, 194
248240642095060, 292177590229491, 153384345081379 @ 63, 242, -80
354251131614636, 277952326119767, 312020108654819 @ -38, -34, 32
479417113571086, 287975091254352, 359079794197240 @ -191, -49, -19
428351424026826, 83188606094662, 390315408973105 @ -75, 137, 22
220513038981736, 316002215431287, 243302291053075 @ 203, -10, -316
222812067153932, 194659549440843, 124101722564861 @ 213, 672, 185
237783977846716, 325006280644311, 175107164493299 @ 152, 30, -412
288384749541916, 218826979812147, 242972435677945 @ -75, 364, -253
416663273935984, 248767628302149, 471712942522369 @ -217, 55, -383
349135164970660, 283671903943959, 341055636751801 @ -15, -50, 31
285827416252521, 313320405682702, 375716542807075 @ 46, -77, -80
310039695542708, 61572286609985, 316709575207035 @ 25, 223, 44
255712672112834, 339166900505014, 279198709328860 @ 81, -113, -41
268736455303714, 165156267237265, 348864625516372 @ 65, 164, -89
337489382575201, 217657680634762, 326974390778305 @ 8, 13, 70
280458896723796, 429570966165019, 312398903185819 @ 57, -232, 28
83277466157016, 214033512152182, 194346776899285 @ 283, 25, 202
221675984886613, 402660500057397, 417947417305246 @ 130, -184, -47
202478856777154, 267496946347651, 261708440931643 @ 149, -38, 136
315679208695861, 302655015339177, 345770727139690 @ 8, -64, -25
255177782982506, 306378680661061, 158967683627003 @ 52, 29, 60
341356949634271, 143705035280227, 309119348200150 @ 8, 82, 97
308384481821256, 250559933870511, 320820161367905 @ 27, -6, 39
252664587876645, 282589409070428, 366073131048313 @ 96, -53, 22
254770525187666, 367666091994862, 149906214590800 @ 33, -281, 19
229448685203503, 293230422078099, 141562487543722 @ 186, 170, 63
364159066528822, 81651451786677, 469578477110167 @ -11, 136, -52
237638374466534, 347983785908995, 134298338638429 @ 156, -200, -29
291639696630736, 266569551087687, 279624186139675 @ 14, 24, -31
437752724274713, 419470086844713, 124650554103789 @ -84, -192, 282
247796668236208, 364102149227931, 276718127939311 @ 89, -195, -275
425046683760821, 270418623517927, 361010445029400 @ -104, -34, 5
230726058299880, 246168339741911, 219308277016611 @ 139, 143, -18
386071138264052, 392622789684595, 318729425399335 @ -102, -191, -11
298079236990842, 300249212259886, 205968291918038 @ -47, -5, 17
252767213197180, 327141733892061, 207651429398845 @ 73, -73, -41
199985252060796, 385455134772891, 141986921355677 @ 157, -168, 257
208330414991271, 211580173941627, 185934314724675 @ 276, 522, -112
304392149777977, 277657493567046, 265616114798135 @ -22, 15, -36
319090150674460, 292134934010631, 262070326783507 @ -35, -26, 8
269080169465296, 409127719546047, 307817488594615 @ 77, -192, 73
217710099032089, 262178979673905, 324080705096938 @ 170, 84, -263
343093644935851, 372508692992499, 84239178827563 @ -28, -158, 328
508153053574056, 452638088535535, 514940696078766 @ -213, -250, -193
306727321648736, 190172033477071, 552650117221355 @ -23, 188, -606
286990697343768, 364339155180351, 243641705805927 @ -45, -198, -178
288505156836596, 106233905168377, 199030468815625 @ 57, 139, 199
195526716404864, 256888120371703, 253567854380811 @ 193, 38, 26
328989774859768, 228835567101423, 330441374163019 @ -11, 37, -7
311359264435890, 430942087855623, 243384479689595 @ -20, -282, 44
341727524792846, 227604297224337, 388296665240275 @ -18, 27, -56
261504860663314, 322724755275987, 116436616815253 @ -51, 26, 186
247285071979381, 277089062658298, 243057439592045 @ 92, 77, -126
265305972787008, 375723054575503, 159486753158655 @ 79, -158, 234
301279240721224, 263619478747863, 306465387190243 @ 28, -12, 30
307112952788200, 272239048593527, 464304118936363 @ 11, -14, -233
347428813122754, 264298589389969, 239256932718649 @ -70, 13, 73
304195149603616, 351892562650647, 71996162457535 @ -55, -146, 383
377223260790403, 242342077738743, 379964617267921 @ -26, -18, 30
298632492324838, 171276620357028, 114091927462012 @ -39, 323, 273
269205149695896, 403548835259711, 276577111538075 @ 57, -233, -21
238929227020639, 344899891487379, 187204598155036 @ 136, -158, -413
258726320971615, 282319351409559, 121863441892939 @ 34, 142, 216
536621766468948, 501921904349818, 439729568815760 @ -185, -275, -31
310143625658388, 144450285169459, 484512882915403 @ 40, 79, -74
311824667998180, 188675677487819, 322259680008783 @ -94, 323, -333
273363432933600, 308686210411423, 397087515784155 @ 76, -83, 9
235560211569091, 303138918644217, 112191138640120 @ 208, 428, 155
351305910168520, 284422521480567, 295810333362851 @ -100, -9, -64
340473034711584, 381212961650119, 421519087648179 @ -30, -172, -142
322124587443042, 318446612528318, 298425950508846 @ -47, -73, -75
151706667404252, 217775281630630, 117460360746450 @ 255, 85, 279
287467001050352, 457170836695515, 260580166769077 @ 31, -312, 37
300037509527510, 354218239825107, 189616840628108 @ -131, -174, -57
222632538217859, 320553513135553, 139584957230139 @ 204, -20, 120
292129337114802, 513657762657629, 208929471386047 @ -30, -593, 10
292745175230701, 348393720086583, 150070608622483 @ -78, -146, 128
268885553956546, 329979119034177, 331088781309175 @ 66, -99, -50
270608770672915, 235677098271618, 318416823198001 @ 66, 37, -10
245428613061024, 314516801387487, 137078261387827 @ 76, 141, -50
268553122912370, 318462371289136, 191079559793616 @ 49, -67, 107
375446959466354, 220610832699433, 467358136762365 @ -26, 5, -61
368268253091176, 143946950980662, 529020990216865 @ -21, 85, -130
357674241938820, 354495784906115, 309565306586507 @ -72, -137, -18
132025796853361, 150295791197857, 208576535285435 @ 248, 128, 168
260033713834796, 341623156174154, 176511833341472 @ 7, -125, -117
227079170812696, 397565088203727, 74841444548875 @ 135, -220, 354
273496954192849, 364210969293984, 256339735534519 @ -44, -233, -444
295418121724186, 189375798853172, 338452978700185 @ 41, 73, 10
543197750182966, 443441697628572, 511561610758420 @ -267, -243, -205
285100054343664, 414719039738583, 369993020226411 @ 66, -186, 47
484221314454492, 461391215084162, 450789144262303 @ -201, -269, -140
254857977327631, 256423886619027, 386049365067904 @ 92, -14, -37
225082979659880, 359127484436295, 297159758155343 @ 139, -150, -57
260192016553336, 170366624275647, 440772632164435 @ 77, 171, -266
363626477730616, 303190743120377, 191404260353605 @ -109, -49, 145
255582748410436, 312876172114923, 232767632463979 @ 72, -43, -42
229645637042040, 209594873949315, 131611579026531 @ 183, 663, 128
279646464803026, 281003465705852, 343755346417125 @ 53, -29, -46
270628642350526, 446767200889767, 343091667595015 @ 69, -258, -20
260476528584748, 345045129650935, 193351228939011 @ 80, -122, 168
270442304479576, 274176993784807, 257013738135023 @ 47, 26, -27
250646586298016, 324160646496702, 152014855153118 @ 67, -39, 63
269029053714702, 331117919909455, 152934967114993 @ -30, -70, 43
236971825562326, 329784277480182, 223594387766200 @ 125, -81, -101
239404714375414, 433895847675155, 18471557742183 @ 116, -400, 558
278055795126545, 308940457054164, 142778543657010 @ 6, -27, 189
230962857442374, 305460032995761, 148739106764553 @ 225, 240, -178
333289348660048, 247117165715259, 304798258295515 @ -59, 55, -66
281550761028196, 281691898944459, 225958325898631 @ 7, 34, -12
334256859805466, 237153199797451, 467760472138063 @ 12, -8, -74
412814635063456, 137470241621709, 470152128374425 @ -113, 147, -171
309163942576382, 501478175621246, 121924608719916 @ -99, -613, 243
304127059641952, 165492237752487, 487734266194399 @ 29, 106, -183
384040730781800, 267887267382327, 528116478439235 @ -41, -39, -141
352221170198276, 253148929750707, 183767283477735 @ -72, 27, 171
230926698781624, 376649295312375, 171682985680051 @ 120, -156, 225
348885311869278, 292988254958039, 364057740609528 @ -39, -50, -55
409517976894412, 131193882384135, 449023612530391 @ -79, 118, -82
297504609640171, 241172116714273, 370469663356440 @ 32, 20, -61
327669324427922, 265946390613213, 297323145235765 @ -11, -12, 34
251605089005200, 304378448476740, 123229458637744 @ -45, 467, -43
295534830232728, 400178524937991, 228642396911827 @ -125, -378, -248
245245337240746, 419403430690002, 176916266226775 @ 89, -613, -164
253636146559725, 332782178763297, 170894943859754 @ 58, -84, 5
290058275951656, 276095123965847, 232792936033805 @ 11, 14, 41
237448595300280, 291393272181920, 233781107729703 @ 123, 43, -124
316041357766603, 278601757731840, 248229962343547 @ -10, -17, 72
303577802706896, 339680097675927, 228074148613775 @ -15, -114, 53
284766703650427, 379030753287342, 142257966567769 @ -60, -269, 146
176819091120031, 229279332119607, 287066967670711 @ 202, 46, 36
343289888427796, 335122404777147, 280546807401835 @ -48, -107, 30
256354283415580, 230933107139835, 107259507375649 @ -27, 928, 255
110672560533748, 199158056835633, 146270963888605 @ 301, 93, 239
301505774059421, 264981703919727, 279554370534850 @ 12, 6, 19
240432960773464, 27889929479175, 401348051739019 @ 109, 208, -5
353256050035471, 290890035754722, 299967209153488 @ -18, -59, 81
315433359176776, 247741465678763, 237313740353083 @ -13, 37, 82
236158049812168, 345891593532855, 232198879868305 @ 123, -130, -31
182144223921624, 159572295846223, 140780797428291 @ 213, 203, 236
292175960663281, 368697748150800, 147188008489051 @ -8, -181, 200
309590250054738, 279610532054715, 325261214814091 @ 13, -30, -8
387066672122671, 332550094343432, 265716350050525 @ -238, -97, -86
363007413059780, 183107546381635, 250376256466258 @ -81, 130, 73
224693901383511, 292635690577370, 373806741383866 @ 172, 59, -695
254089432289622, 354691185333724, 132569226659624 @ -39, -301, -75
256345808835360, 325703834509663, 419606520140443 @ 93, -100, -14
370739002279396, 237935417251467, 382656720178975 @ -28, -7, 9
251151842673192, 380768701516519, 161739843605955 @ 79, -245, 114
280446087880921, 165374148884017, 278143924920755 @ 62, 92, 96
416811698914831, 390612113222127, 510026243196360 @ -304, -234, -657
251567758963660, 261495284672133, 100612649814781 @ 95, -12, 306
243946091107304, 340407734032023, 154656775728803 @ 94, -120, -129
291360766505512, 499676742939159, 245811923681635 @ -130, -888, -391
253172026716064, 297370380241969, 176412742561780 @ 83, -20, 139
